pair_id,partition,peak_id,match_bin_index,match_bin_low_kev,positive_label,positive_source,positive_hdf5,positive_row,positive_event_id,positive_energy_kev,positive_qc_status,negative_label,negative_source,negative_hdf5,negative_row,negative_event_id,negative_energy_kev,negative_qc_status,source_weight
ba356_train_00000030,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,30382,32327,354.55078125,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_161723_thr10_1.h5,69600,91061,354.81402587890625,PASS,1.0
ba356_train_00000031,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,79809,84778,354.7237854003906,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_140930_thr10_1.h5,91236,96091,354.974365234375,PASS,1.0
ba356_train_00000032,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,47370,50228,356.6608581542969,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120445_thr10_1.h5,4963,5953,356.8553466796875,PASS,1.0
ba356_train_00000033,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,97528,99851,356.9644775390625,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_144429_thr10_1.h5,79347,81615,356.8785705566406,PASS,1.0
ba356_train_00000034,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,21154,22492,357.47076416015625,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_175035_thr10_1.h5,84332,88947,357.3907470703125,PASS,1.0
ba356_train_00000035,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,27475,29369,357.5826110839844,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_142656_thr10_1.h5,30710,31685,357.5296630859375,PASS,1.0
ba356_train_00000036,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,17874,18961,356.0438232421875,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_133245_thr10_1.h5,38336,40810,356.31182861328125,WARN,1.0
ba356_train_00000037,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,73009,74756,357.5293273925781,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_203714_thr10_1.h5,60356,72116,357.5830078125,PASS,1.0
ba356_train_00000038,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,2954,3023,354.4818420410156,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,45878,60218,354.3519287109375,WARN,1.0
ba356_train_00000039,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,64173,68129,357.3721008300781,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_183003_thr10_1.h5,61113,80530,357.4475402832031,PASS,1.0
ba356_train_00000040,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,89105,94661,357.4358215332031,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_142656_thr10_1.h5,29041,29957,357.0508728027344,PASS,1.0
ba356_train_00000041,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,81715,86164,354.66424560546875,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_183003_thr10_1.h5,51886,68371,354.6138000488281,PASS,1.0
ba356_train_00000042,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,40782,43290,356.6670837402344,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,36777,48284,356.5370178222656,WARN,1.0
ba356_train_00000043,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,26119,55955,356.0746154785156,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_185308_thr10_1.h5,30203,31837,356.47857666015625,PASS,1.0
ba356_train_00000044,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,25356,54325,356.29010009765625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_195020_thr10_1.h5,38906,39951,356.3924865722656,WARN,1.0
ba356_train_00000045,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,9877,10480,354.0343933105469,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_224419_thr10_1.h5,79764,84940,354.289306640625,PASS,1.0
ba356_train_00000046,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,9419,9634,353.8695068359375,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_192054_thr10_1.h5,53878,71970,353.9301452636719,WARN,1.0
ba356_train_00000047,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,19924,20393,356.9393615722656,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,16325,21143,356.9840393066406,WARN,1.0
ba356_train_00000048,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,69463,73263,357.3548583984375,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_143541_thr10_1.h5,25327,26084,357.085693359375,WARN,1.0
ba356_train_00000049,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,7376,15962,353.87506103515625,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_105435_thr10_1.h5,57793,67811,353.9904479980469,WARN,1.0
ba356_train_00000050,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,68981,70624,354.79986572265625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_200734_thr10_1.h5,648,676,354.93865966796875,WARN,1.0
ba356_train_00000051,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,26719,52397,356.09112548828125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_172138_thr10_1.h5,51862,54583,356.3499755859375,PASS,1.0
ba356_train_00000052,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,7516,7984,354.4466552734375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_100549_thr10_1.h5,44642,53199,354.4905700683594,PASS,1.0
ba356_train_00000053,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,9502,10084,354.8484191894531,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,34989,46458,354.6058654785156,WARN,1.0
ba356_train_00000054,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,78479,82787,356.76116943359375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_184819_thr10_1.h5,78801,82917,356.74212646484375,PASS,1.0
ba356_train_00000055,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,34738,77620,355.2968444824219,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_204935_thr10_1.h5,76455,92072,355.2129211425781,PASS,1.0
ba356_train_00000056,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,11549,24681,356.62384033203125,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_142656_thr10_1.h5,38165,39339,356.783203125,PASS,1.0
ba356_train_00000057,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,29031,31238,355.3046569824219,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,51334,67024,355.20849609375,PASS,1.0
ba356_train_00000058,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,39993,43040,354.6187438964844,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_205015_thr10_1.h5,52920,56517,354.5071716308594,PASS,1.0
ba356_train_00000059,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,17868,31283,356.1445617675781,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,40190,53323,356.3544921875,WARN,1.0
ba356_train_00000060,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,37761,40136,355.3790588378906,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_201615_thr10_1.h5,81619,84113,355.40478515625,WARN,1.0
ba356_train_00000061,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,43668,85580,356.9778747558594,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120038_thr10_1.h5,56741,67894,356.73553466796875,PASS,1.0
ba356_train_00000062,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,23033,40385,355.2403869628906,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_205358_thr10_1.h5,39548,42237,355.00274658203125,PASS,1.0
ba356_train_00000063,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,14500,14848,357.22607421875,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_114840_thr10_1.h5,55292,58700,357.03765869140625,WARN,1.0
ba356_train_00000064,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,53251,99780,354.1401062011719,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_195020_thr10_1.h5,36786,37787,354.3221130371094,WARN,1.0
ba356_train_00000065,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,83939,85965,354.39385986328125,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_230248_thr10_1.h5,86404,92131,354.3797607421875,WARN,1.0
ba356_train_00000066,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,18145,19299,356.3735656738281,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_230248_thr10_1.h5,76917,81983,356.0985107421875,WARN,1.0
ba356_train_00000067,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,16407,28621,356.57574462890625,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_141804_thr10_1.h5,89625,92335,356.5011901855469,WARN,1.0
ba356_train_00000068,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,42132,44477,356.2547912597656,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_111211_thr10_1.h5,7200,8685,356.4085693359375,PASS,1.0
ba356_train_00000069,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,31219,32973,357.2705993652344,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_133245_thr10_1.h5,70907,75410,357.1292724609375,WARN,1.0
ba356_train_00000070,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,4280,4860,355.34393310546875,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_151913_thr10_1.h5,59503,79407,355.2858581542969,WARN,1.0
ba356_train_00000071,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,50408,51615,356.6353454589844,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_122929_thr10_1.h5,49766,52982,356.54840087890625,WARN,1.0
ba356_train_00000072,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,20513,22001,357.26507568359375,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,3480,4522,357.3769836425781,PASS,1.0
ba356_train_00000073,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,39315,69008,354.68609619140625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_195020_thr10_1.h5,43144,44317,354.8204040527344,WARN,1.0
ba356_train_00000074,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,80660,82605,357.4088439941406,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_173609_thr10_1.h5,8198,8609,357.09881591796875,PASS,1.0
ba356_train_00000075,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,47383,50956,354.2740478515625,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_140930_thr10_1.h5,82841,87380,354.3839111328125,PASS,1.0
ba356_train_00000076,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,16854,37528,354.0666809082031,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_115211_thr10_1.h5,5109,6326,354.38177490234375,PASS,1.0
ba356_train_00000077,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,44336,94943,353.9732360839844,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_174546_thr10_1.h5,70739,74426,353.9427490234375,PASS,1.0
ba356_train_00000078,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,48798,52473,357.6522216796875,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_175035_thr10_1.h5,16969,17873,357.5889892578125,PASS,1.0
ba356_train_00000079,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,78868,84816,354.1272888183594,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_160047_thr10_1.h5,73424,98077,354.052978515625,WARN,1.0
ba356_train_00000080,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,43913,47233,357.0945739746094,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_121240_thr10_1.h5,66517,71107,357.49713134765625,PASS,1.0
